bergeys_taxID;bergeys_genus;bergeys_species;bergeys_speciesStrain;bergeys_misclassified;bergeys_oxygen;bergeys_doublingH
225326;Corynebacterium;Corynebacterium halotolerans;Corynebacterium halotolerans;;obligate aerobic;
394964;Corynebacterium;Corynebacterium hansenii;Corynebacterium hansenii;;facultative;
38289;Corynebacterium;Corynebacterium jeikeium;Corynebacterium jeikeium;;obligate aerobic;
161879;Corynebacterium;Corynebacterium kroppenstedtii;Corynebacterium kroppenstedtii;;facultative;
35755;Corynebacterium;Corynebacterium kutscheri;Corynebacterium kutscheri;;facultative;
161889;Corynebacterium;Corynebacterium lipophiloflavum;Corynebacterium lipophiloflavum;;;
541095;Corynebacterium;Corynebacterium lubricantis;Corynebacterium lubricantis;;;
38290;Corynebacterium;Corynebacterium macginleyi;Corynebacterium macginleyi;;facultative;
349751;Corynebacterium;Corynebacterium marinum;Corynebacterium marinum;;facultative;
575200;Corynebacterium;Corynebacterium maris;Corynebacterium maris;;aerobic;
441501;Corynebacterium;Corynebacterium massiliense;Corynebacterium massiliense;;aerobic;
43768;Corynebacterium;Corynebacterium matruchotii;Corynebacterium matruchotii;;aerobic;
38301;Corynebacterium;Corynebacterium minutissimum;Corynebacterium minutissimum;;facultative;
57171;Corynebacterium;Corynebacterium mucifaciens;Corynebacterium mucifaciens;;facultative;
571915;Corynebacterium;Corynebacterium mustelae;Corynebacterium mustelae;;facultative;
38302;Corynebacterium;Corynebacterium mycetoides;Corynebacterium mycetoides;;facultative;
161895;Corynebacterium;Corynebacterium phocae;Corynebacterium phocae;;facultative;
1288393;Corynebacterium;Corynebacterium pilbarense;Corynebacterium pilbarense;;facultative;
35756;Corynebacterium;Corynebacterium pilosum;Corynebacterium pilosum;;facultative;
43769;Corynebacterium;Corynebacterium propinquum;Corynebacterium propinquum;;facultative;
37637;Corynebacterium;Corynebacterium pseudodiphtheriticum;Corynebacterium pseudodiphtheriticum;;facultative;
1719;Corynebacterium;Corynebacterium pseudotuberculosis;Corynebacterium pseudotuberculosis;;facultative;
598660;Corynebacterium;Corynebacterium pyruviciproducens;Corynebacterium pyruviciproducens;;aerobic;
1724;Corynebacterium;Corynebacterium renale;Corynebacterium renale;;facultative;
258224;Corynebacterium;Corynebacterium resistens;Corynebacterium resistens;;anaerobic;
156976;Corynebacterium;Corynebacterium riegelii;Corynebacterium riegelii;;anaerobic;
146827;Corynebacterium;Corynebacterium simulans;Corynebacterium simulans;;facultative;
161899;Corynebacterium;Corynebacterium singulare;Corynebacterium singulare;;facultative;
191493;Corynebacterium;Corynebacterium sphenisci;Corynebacterium sphenisci;;facultative;
185761;Corynebacterium;Corynebacterium spheniscorum;Corynebacterium spheniscorum;;facultative;
489915;Corynebacterium;Corynebacterium sputi;Corynebacterium sputi;;facultative;
1705;Corynebacterium;Corynebacterium stationis;Corynebacterium stationis;;facultative;
43770;Corynebacterium;Corynebacterium striatum;Corynebacterium striatum;;facultative;
203264;Corynebacterium;Corynebacterium suicordis;Corynebacterium suicordis;;facultative;
89154;Corynebacterium;Corynebacterium terpenotabidum;Corynebacterium terpenotabidum;;aerobic;
136857;Corynebacterium;Corynebacterium testudinoris;Corynebacterium testudinoris;;facultative;
441500;Corynebacterium;Corynebacterium timonense;Corynebacterium timonense;;aerobic;
38304;Corynebacterium;Corynebacterium tuberculostearicum;Corynebacterium tuberculostearicum;;aerobic;
302449;Corynebacterium;Corynebacterium tuscaniense;Corynebacterium tuscaniense;;aerobic;
65058;Corynebacterium;Corynebacterium ulcerans;Corynebacterium ulcerans;;facultative;
487732;Corynebacterium;Corynebacterium ulceribovis;Corynebacterium ulceribovis;;facultative;
43771;Corynebacterium;Corynebacterium urealyticum;Corynebacterium urealyticum;;anaerobic;
401472;Corynebacterium;Corynebacterium ureicelerivorans;Corynebacterium ureicelerivorans;;facultative;
1727;Corynebacterium;Corynebacterium variabile;Corynebacterium variabile;;obligate aerobic;
38305;Corynebacterium;Corynebacterium vitaeruminis;Corynebacterium vitaeruminis;;facultative;
1725;Corynebacterium;Corynebacterium xerosis;Corynebacterium xerosis;;facultative;
77585;Craurococcus;Craurococcus roseus;Craurococcus roseus;;obligate aerobic;
1653843;Cristispira;Cristispira pectinis;Cristispira pectinis;;;
433647;Cryobacterium;Cryobacterium mesophilum;Cryobacterium mesophilum;;;
41988;Cryobacterium;Cryobacterium psychrophilum;Cryobacterium psychrophilum;;;
386301;Cryobacterium;Cryobacterium psychrotolerans;Cryobacterium psychrotolerans;;;
1001240;Cryobacterium;Cryobacterium roopkundense;Cryobacterium roopkundense;;aerobic;
84163;Cryptobacterium;Cryptobacterium curtum;Cryptobacterium curtum;;obligate anaerobic;
320787;Cyclobacterium;Cyclobacterium amurskyense;Cyclobacterium amurskyense;;;
388280;Cyclobacterium;Cyclobacterium lianum;Cyclobacterium lianum;;;
394090;Cystobacter;Cystobacter armeniaca;Cystobacter armeniaca;;;
394091;Cystobacter;Cystobacter badius;Cystobacter badius;;;
38;Archangium;Archangium disciforme;Archangium disciforme;;;
43;Cystobacter;Cystobacter fuscus;Cystobacter fuscus;;;
394092;Cystobacter;Cystobacter gracilis;Cystobacter gracilis;;;
394093;Cystobacter;Cystobacter miniatus;Cystobacter miniatus;;;
83450;Archangium;Archangium minus;Archangium minus;;;
83451;Archangium;Archangium violaceum;Archangium violaceum;;;
29530;Cytophaga;Cytophaga aurantiaca;Cytophaga aurantiaca;;aerobic;
985;Cytophaga;Cytophaga hutchinsonii;Cytophaga hutchinsonii;;;
53360;Dactylosporangium;Dactylosporangium matsuzakiense;Dactylosporangium matsuzakiense;;;
53573;Deferribacter;Deferribacter thermophilus;Deferribacter thermophilus;;anaerobic;
89772;Aquamicrobium;Aquamicrobium lusatiense;Aquamicrobium lusatiense;;;
1473580;Defluviitalea;Defluviitalea phaphyphila;Defluviitalea phaphyphila;;anaerobic;
1450156;Defluviitalea;Defluviitalea raffinosedens;Defluviitalea raffinosedens;;anaerobic;
879970;Defluviitalea;Defluviitalea saccharophila;Defluviitalea saccharophila;;anaerobic;
55583;Dehalobacter;Dehalobacter restrictus;Dehalobacter restrictus;;obligate anaerobic;
68909;Deinococcus;Deinococcus geothermalis;Deinococcus geothermalis;;aerobic;
55148;Deinococcus;Deinococcus proteolyticus;Deinococcus proteolyticus;;;
1299;Deinococcus;Deinococcus radiodurans;Deinococcus radiodurans;;aerobic;
32062;Deinococcus;Deinococcus radiophilus;Deinococcus radiophilus;;;
57497;Deinococcus;Deinococcus radiopugnans;Deinococcus radiopugnans;;;
327095;Demequina;Demequina aestuarii;Demequina aestuarii;;;6.4
79604;Denitrobacterium;Denitrobacterium detoxificans;Denitrobacterium detoxificans;;anaerobic;
322596;Dermacoccus;Dermacoccus abyssi;Dermacoccus abyssi;;;
322601;Dermacoccus;Dermacoccus barathri;Dermacoccus barathri;;aerobic;
322602;Dermacoccus;Dermacoccus profundi;Dermacoccus profundi;;aerobic;
100225;Austwickia;Austwickia chelonae;Austwickia chelonae;;;
1863;Dermatophilus;Dermatophilus congolensis;Dermatophilus congolensis;;aerobic;
82801;Desemzia;Desemzia incerta;Desemzia incerta;;microaerophilic;
109258;Desulfacinum;Desulfacinum hydrothermale;Desulfacinum hydrothermale;;anaerobic;
51616;Desulfitobacterium;Desulfitobacterium chlororespirans;Desulfitobacterium chlororespirans;;obligate anaerobic;
36854;Desulfitobacterium;Desulfitobacterium dehalogenans;Desulfitobacterium dehalogenans;;obligate anaerobic;
233055;Desulfitobacterium;Desulfitobacterium dichloroeliminans;Desulfitobacterium dichloroeliminans;;;
49338;Desulfitobacterium;Desulfitobacterium hafniense;Desulfitobacterium hafniense;;obligate anaerobic;
142877;Desulfitobacterium;Desulfitobacterium metallireducens;Desulfitobacterium metallireducens;;anaerobic;
34031;Desulfobacter;Desulfobacter vibrioformis;Desulfobacter vibrioformis;;anaerobic;
53332;Desulfobulbus;Desulfobulbus elongatus;Desulfobulbus elongatus;;anaerobic;
125602;Desulfococcus;Desulfococcus biacutus;Desulfococcus biacutus;;anaerobic;
897;Desulfococcus;Desulfococcus multivorans;Desulfococcus multivorans;;anaerobic;
51195;Desulfofustis;Desulfofustis glycolicus;Desulfofustis glycolicus;;anaerobic;
45663;Desulfohalobium;Desulfohalobium retbaense;Desulfohalobium retbaense;;anaerobic;
29503;Desulfomicrobium;Desulfomicrobium escambiense;Desulfomicrobium escambiense;;anaerobic;
52561;Desulfomicrobium;Desulfomicrobium norvegicum;Desulfomicrobium norvegicum;;;
117208;Desulfomonile;Desulfomonile limimaris;Desulfomonile limimaris;;obligate anaerobic;
2358;Desulfomonile;Desulfomonile tiedjei;Desulfomonile tiedjei;;anaerobic;
45657;Desulfonema;Desulfonema ishimotonii;Desulfonema ishimotonii;;;14
45655;Desulfonema;Desulfonema magnum;Desulfonema magnum;;anaerobic;
53329;Desulfospira;Desulfospira joergensenii;Desulfospira joergensenii;;anaerobic;
56760;Desulfosporosinus;Desulfosporosinus auripigmenti;Desulfosporosinus auripigmenti;;;
79209;Desulfosporosinus;Desulfosporosinus meridiei;Desulfosporosinus meridiei;;;
1563;Desulfosporosinus;Desulfosporosinus orientis;Desulfosporosinus orientis;;;
1565;Desulfotomaculum;Desulfotomaculum nigrificans;Desulfotomaculum nigrificans;;anaerobic;
102134;Desulfotomaculum;Desulfotomaculum gibsoniae;Desulfotomaculum gibsoniae;;anaerobic;
58136;Desulfotomaculum;Desulfotomaculum thermoacetoxidans;Desulfotomaculum thermoacetoxidans;;anaerobic;
58137;Desulfotomaculum;Desulfotomaculum thermosapovorans;Desulfotomaculum thermosapovorans;;anaerobic;
296842;Desulfovibrio;Desulfovibrio carbinolicus;Desulfovibrio carbinolicus;;anaerobic;
54565;Desulfovibrio;Desulfovibrio simplex;Desulfovibrio simplex;;anaerobic;
149712;Desulfovirga;Desulfovirga adipica;Desulfovirga adipica;;anaerobic;
79270;Desulfurella;Desulfurella kamchatkensis;Desulfurella kamchatkensis;;obligate anaerobic;
94694;Desulfurococcus;Desulfurococcus amylolyticus;Desulfurococcus amylolyticus;;obligate anaerobic;
891;Desulfuromonas;Desulfuromonas acetoxidans;Desulfuromonas acetoxidans;;;
218538;Dialister;Dialister invisus;Dialister invisus;;obligate anaerobic;
309120;Dialister;Dialister micraerophilus;Dialister micraerophilus;;microaerophilic;
39950;Dialister;Dialister pneumosintes;Dialister pneumosintes;;;
308994;Dialister;Dialister propionicifaciens;Dialister propionicifaciens;;anaerobic;
1162967;Diaminobutyricimonas;Diaminobutyricimonas aerilata;Diaminobutyricimonas aerilata;;;
14;Dictyoglomus;Dictyoglomus thermophilum;Dictyoglomus thermophilum;;anaerobic;
513050;Dictyoglomus;Dictyoglomus turgidum;Dictyoglomus turgidum;;anaerobic;
595984;Dietzia;Dietzia aerolata;Dietzia aerolata;;aerobic;
498199;Dietzia;Dietzia cercidiphylli;Dietzia cercidiphylli;;aerobic;
321318;Dietzia;Dietzia cinnamea;Dietzia cinnamea;;aerobic;
322509;Dietzia;Dietzia kunjamensis;Dietzia kunjamensis;;aerobic;
546160;Dietzia;Dietzia lutea;Dietzia lutea;;aerobic;
37915;Dietzia;Dietzia maris;Dietzia maris;;aerobic;
161920;Dietzia;Dietzia natronolimnaea;Dietzia natronolimnaea;;aerobic;
282305;Dietzia;Dietzia papillomatosis;Dietzia papillomatosis;;aerobic;
139021;Dietzia;Dietzia psychralcaliphila;Dietzia psychralcaliphila;;aerobic;
498198;Dietzia;Dietzia schimae;Dietzia schimae;;aerobic;
499555;Dietzia;Dietzia timorensis;Dietzia timorensis;;aerobic;
326320;Dokdonia;Dokdonia donghaensis;Dokdonia donghaensis;;anaerobic;
39486;Dorea;Dorea formicigenerans;Dorea formicigenerans;;;
88431;Dorea;Dorea longicatena;Dorea longicatena;;;
365489;Dyadobacter;Dyadobacter beijingensis;Dyadobacter beijingensis;;;
292407;Dyadobacter;Dyadobacter crusticola;Dyadobacter crusticola;;;
363850;Dyadobacter;Dyadobacter ginsengisoli;Dyadobacter ginsengisoli;;anaerobic;
45254;Dysgonomonas;Dysgonomonas capnocytophagoides;Dysgonomonas capnocytophagoides;;aerobic;
156974;Dysgonomonas;Dysgonomonas gadei;Dysgonomonas gadei;;aerobic;
163665;Dysgonomonas;Dysgonomonas mossii;Dysgonomonas mossii;;anaerobic;
346377;Echinicola;Echinicola pacifica;Echinicola pacifica;;;
390884;Echinicola;Echinicola vietnamensis;Echinicola vietnamensis;;;
421628;Ectothiorhodospira;Ectothiorhodospira haloalkaliphila;Ectothiorhodospira haloalkaliphila;;anaerobic;
1396821;Ectothiorhodospira;Ectothiorhodospira marina;Ectothiorhodospira marina;;anaerobic;
195064;Ectothiorhodospira;Ectothiorhodospira mobilis;Ectothiorhodospira mobilis;;obligate anaerobic;
1054;Ectothiorhodospira;Ectothiorhodospira shaposhnikovii;Ectothiorhodospira shaposhnikovii;;;
570835;Edaphobacter;Edaphobacter aggregans;Edaphobacter aggregans;;;
388466;Edaphobacter;Edaphobacter modestus;Edaphobacter modestus;;;
230658;Paraeggerthella;Paraeggerthella hongkongensis;Paraeggerthella hongkongensis;;obligate anaerobic;
84112;Eggerthella;Eggerthella lenta;Eggerthella lenta;;anaerobic;
242230;Eggerthella;Eggerthella sinensis;Eggerthella sinensis;;obligate anaerobic;
238;Elizabethkingia;Elizabethkingia meningoseptica;Elizabethkingia meningoseptica;;;
172045;Elizabethkingia;Elizabethkingia miricola;Elizabethkingia miricola;;;
225324;Enhydrobacter;Enhydrobacter aerosaccus;Enhydrobacter aerosaccus;;facultative;
2114;Entomoplasma;Entomoplasma ellychniae;Entomoplasma ellychniae;;anaerobic;
74700;Entomoplasma;Entomoplasma freundtii;Entomoplasma freundtii;;anaerobic;
209274;Entomoplasma;Entomoplasma lucivorax;Entomoplasma lucivorax;;anaerobic;
214888;Entomoplasma;Entomoplasma luminosum;Entomoplasma luminosum;;anaerobic;
81459;Entomoplasma;Entomoplasma melaleucae;Entomoplasma melaleucae;;anaerobic;
215578;Entomoplasma;Entomoplasma somnilux;Entomoplasma somnilux;;anaerobic;
79967;Erwinia;Erwinia pyrifoliae;Erwinia pyrifoliae;;facultative;
225084;Erysipelothrix;Erysipelothrix inopinata;Erysipelothrix inopinata;;aerobic;
38402;Erysipelothrix;Erysipelothrix tonsillarum;Erysipelothrix tonsillarum;;;
39960;Erythrobacter;Erythrobacter litoralis;Erythrobacter litoralis;;aerobic;
1044;Erythrobacter;Erythrobacter longus;Erythrobacter longus;;aerobic;
39761;Erythromicrobium;Erythromicrobium ezovicum;Erythromicrobium ezovicum;;aerobic;
39762;Erythromicrobium;Erythromicrobium hydrolyticum;Erythromicrobium hydrolyticum;;aerobic;
35811;Erythromicrobium;Erythromicrobium ramosum;Erythromicrobium ramosum;;;
1731;Peptoclostridium;Peptoclostridium acidaminophilum;Peptoclostridium acidaminophilum;;anaerobic;1
39480;Andreesenia;Andreesenia angusta;Andreesenia angusta;;obligate anaerobic;
1528;Eubacterium;Eubacterium barkeri;Eubacterium barkeri;;;
1735;Holdemanella;Holdemanella biformis;Holdemanella biformis;;;
35517;Eubacterium;Eubacterium brachy;Eubacterium brachy;yes;anaerobic;
83338;Eubacterium;Eubacterium budayi;Eubacterium budayi;yes;;
53442;Eubacterium;Eubacterium callanderi;Eubacterium callanderi;;anaerobic;
29322;Eubacterium;Eubacterium cellulosolvens;Eubacterium cellulosolvens;yes;anaerobic;
39481;Eubacterium;Eubacterium combesii;Eubacterium combesii;yes;;
39482;Faecalicatena;Faecalicatena contorta;Faecalicatena contorta;;;
290054;Eubacterium;Eubacterium coprostanoligenes;Eubacterium coprostanoligenes;;anaerobic;
39483;Faecalitalea;Faecalitalea cylindroides;Faecalitalea cylindroides;;;
39484;Agathobaculum;Agathobaculum desmolans;Agathobaculum desmolans;;;
31971;Eubacterium;Eubacterium dolichum;Eubacterium dolichum;yes;anaerobic;
39485;Eubacterium;Eubacterium eligens;Eubacterium eligens;yes;anaerobic;
290055;Faecalicatena;Faecalicatena fissicatena;Faecalicatena fissicatena;;;
649756;Anaerostipes;Anaerostipes hadrus;Anaerostipes hadrus;;anaerobic;
39488;Eubacterium;Eubacterium hallii;Eubacterium hallii;yes;;
56774;Eubacterium;Eubacterium infirmum;Eubacterium infirmum;yes;obligate anaerobic;
1736;Eubacterium;Eubacterium limosum;Eubacterium limosum;;;
76124;Eubacterium;Eubacterium minutum;Eubacterium minutum;yes;obligate anaerobic;
39489;Clostridium;Clostridium moniliforme;Clostridium moniliforme;;;
83340;Eubacterium;Eubacterium nitritogenes;Eubacterium nitritogenes;;;
35518;Eubacterium;Eubacterium nodatum;Eubacterium nodatum;yes;anaerobic;
1732;Eubacterium;Eubacterium oxidoreducens;Eubacterium oxidoreducens;;obligate anaerobic;
292800;Flavonifractor;Flavonifractor plautii;Flavonifractor plautii;;;
97253;Eubacterium;Eubacterium plexicaudatum;Eubacterium plexicaudatum;;anaerobic;
155865;Eubacterium;Eubacterium pyruvativorans;Eubacterium pyruvativorans;;anaerobic;
39490;Eubacterium;Eubacterium ramulus;Eubacterium ramulus;;anaerobic;
39491;Eubacterium;Eubacterium rectale;Eubacterium rectale;yes;anaerobic;
42322;Eubacterium;Eubacterium ruminantium;Eubacterium ruminantium;;;
467210;Lachnoanaerobaculum;Lachnoanaerobaculum saburreum;Lachnoanaerobaculum saburreum;;;
51123;Eubacterium;Eubacterium saphenum;Eubacterium saphenum;yes;obligate anaerobic;
39492;Eubacterium;Eubacterium siraeum;Eubacterium siraeum;yes;anaerobic;
143393;Eubacterium;Eubacterium sulci;Eubacterium sulci;yes;obligate anaerobic;
39493;Clostridium;Clostridium tarantellae;Clostridium tarantellae;;;
1737;Eubacterium;Eubacterium tenue;Eubacterium tenue;yes;;
39494;Eubacterium;Eubacterium tortuosum;Eubacterium tortuosum;yes;;
39495;Eubacterium;Eubacterium uniforme;Eubacterium uniforme;;obligate anaerobic;
39496;Eubacterium;Eubacterium ventriosum;Eubacterium ventriosum;;;
39497;Eubacterium;Eubacterium xylanophilum;Eubacterium xylanophilum;;obligate anaerobic;
39498;Eubacterium;Eubacterium yurii;Eubacterium yurii;yes;anaerobic;
853;Faecalibacterium;Faecalibacterium prausnitzii;Faecalibacterium prausnitzii;;obligate anaerobic;
121039;Ferrimicrobium;Ferrimicrobium acidiphilum;Ferrimicrobium acidiphilum;;;
44012;Ferrimonas;Ferrimonas balearica;Ferrimonas balearica;;anaerobic;
209649;Ferrithrix;Ferrithrix thermotolerans;Ferrithrix thermotolerans;;;
54261;Ferroglobus;Ferroglobus placidus;Ferroglobus placidus;;obligate anaerobic;
97393;Ferroplasma;Ferroplasma acidarmanus;Ferroplasma acidarmanus;;facultative;
74969;Ferroplasma;Ferroplasma acidiphilum;Ferroplasma acidiphilum;;facultative;
683846;Fervidicoccus;Fervidicoccus fontis;Fervidicoccus fontis;;obligate anaerobic;
28122;Fibrobacter;Fibrobacter intestinalis;Fibrobacter intestinalis;;;
